# ================================
#  NWChem spectrum parser ver 2.1
# ================================
# 
# Parser runtime options: {'verbose': False, 'datafmt': 'auto', 'header': True, 'delim': '    ', 'width': 0.1, 'makespec': False, 'units': 'ev', 'nbin': 20, 'npoints': 2000, 'cchar': '#'}
#
# The input appears to contain TDDFT data.
# Successfully parsed 38 TDDFT singlet excitations
# Roots not broadened
# No spectrum generated: output is list of raw excitations
#
#  Energy [eV]         Abs. [au]   
#----------------------------------
2.4914235000e+03    2.5050384000e-03
2.4913082000e+03    3.5800000000e-08
2.4912900000e+03    7.9200000000e-08
2.4911176000e+03    8.4598780000e-04
2.4904402000e+03    1.7515503000e-03
2.4900332000e+03    2.5050070000e-04
2.4895872000e+03    3.3923362000e-03
2.4894973000e+03    5.0290000000e-07
2.4886110000e+03    3.7222865000e-03
2.4882251000e+03    1.8407112000e-03
2.4881895000e+03    9.0863400000e-05
2.4879860000e+03    9.2078680000e-04
2.4874478000e+03    1.8057310000e-04
2.4870458000e+03    2.3101394000e-03
2.4862249000e+03    2.8842580100e-02
2.4854649000e+03    3.7728790000e-02
2.4854046000e+03    1.4825810000e-04
2.4849212000e+03    1.1996636300e-02
2.4847121000e+03    2.6506448000e-02
2.4823655000e+03    1.0807710000e-04
2.4817405000e+03    1.2383199000e-03
2.4803764000e+03    3.8514235000e-03
2.4777852000e+03    2.8099684000e-03
2.4769962000e+03    5.9106857000e-03
2.4754828000e+03    6.1606100000e-04
2.4753535000e+03    2.1447247000e-03
2.4708193000e+03    1.8807230700e-02
2.4681954000e+03    2.5269421000e-03
2.3176448000e+03    1.0403532297e+00
2.3176402000e+03    6.3907804900e-01
2.3176344000e+03    1.1003895010e+00
2.2676029000e+03    6.4138000000e-06
2.2193517000e+03    0.0000000000e+00
2.2193516000e+03    1.0000000000e-10
2.2190843000e+03    1.0000000000e-10
2.2190828000e+03    5.0000000000e-10
1.9756299000e+03    1.0000000000e-10
1.9756295000e+03    1.0000000000e-10
