# ================================
#  NWChem spectrum parser ver 2.1
# ================================
# 
# Parser runtime options: {'verbose': False, 'datafmt': 'auto', 'header': True, 'delim': '    ', 'width': 0.1, 'makespec': False, 'units': 'ev', 'nbin': 20, 'npoints': 2000, 'cchar': '#'}
#
# The input appears to contain TDDFT data.
# Successfully parsed 23 TDDFT singlet excitations
# Roots not broadened
# No spectrum generated: output is list of raw excitations
#
#  Energy [eV]         Abs. [au]   
#----------------------------------
2.4868861000e+03    6.3268360000e-03
2.4865199000e+03    1.5716000000e-06
2.4855223000e+03    2.5984500000e-05
2.4842295000e+03    4.4223016000e-03
2.4833903000e+03    5.3136220000e-04
2.4828817000e+03    1.4364440000e-04
2.4822368000e+03    3.1976455000e-03
2.4810558000e+03    5.2732000000e-05
2.4805966000e+03    1.4964220000e-04
2.4799607000e+03    5.6680160000e-04
2.4776808000e+03    1.7691170000e-04
2.4743989000e+03    1.7534640000e-04
2.4713126000e+03    2.0862730000e-04
2.4660842000e+03    9.8580000000e-07
2.4636153000e+03    6.6310000000e-07
2.3169113000e+03    8.9049687100e-02
2.3168137000e+03    8.9289039000e-02
2.3167696000e+03    8.9317175400e-02
2.2666989000e+03    1.1741000000e-06
2.2137811000e+03    1.0000000000e-10
2.2125289000e+03    0.0000000000e+00
1.9722883000e+03    0.0000000000e+00
1.9708093000e+03    0.0000000000e+00
