# ================================
#  NWChem spectrum parser ver 2.1
# ================================
# 
# Parser runtime options: {'verbose': False, 'datafmt': 'auto', 'header': True, 'delim': '    ', 'width': 0.1, 'makespec': False, 'units': 'ev', 'nbin': 20, 'npoints': 2000, 'cchar': '#'}
#
# The input appears to contain TDDFT data.
# Successfully parsed 38 TDDFT singlet excitations
# Roots not broadened
# No spectrum generated: output is list of raw excitations
#
#  Energy [eV]         Abs. [au]   
#----------------------------------
2.4926034000e+03    3.0524000000e-06
2.4913375000e+03    2.4241367000e-03
2.4912653000e+03    6.7200000000e-07
2.4909389000e+03    2.5453090000e-04
2.4908220000e+03    1.4431223000e-03
2.4905408000e+03    1.8472400000e-05
2.4901050000e+03    5.9039900000e-05
2.4899600000e+03    4.8911100000e-05
2.4898982000e+03    3.0738300000e-05
2.4894568000e+03    7.4436020000e-04
2.4890014000e+03    1.7803000000e-06
2.4878920000e+03    1.0211717000e-03
2.4876671000e+03    3.1108179000e-03
2.4872427000e+03    1.7905999000e-03
2.4867471000e+03    4.5790173000e-03
2.4858775000e+03    2.2033259100e-02
2.4857997000e+03    1.2213369600e-02
2.4848161000e+03    8.4264461000e-03
2.4834101000e+03    6.6377437000e-03
2.4829437000e+03    3.9387540000e-03
2.4797494000e+03    4.4665127000e-03
2.4788610000e+03    1.1807230000e-03
2.4767155000e+03    9.4367670000e-04
2.4760621000e+03    1.8096550000e-04
2.4753656000e+03    4.3507770000e-04
2.4738334000e+03    1.8851617000e-03
2.4708403000e+03    1.0775663600e-02
2.4681943000e+03    1.3880042000e-03
2.3176895000e+03    5.9399466620e-01
2.3176828000e+03    6.1687633180e-01
2.3176714000e+03    3.6698105360e-01
2.2676494000e+03    3.0317000000e-06
2.2193673000e+03    0.0000000000e+00
2.2184887000e+03    1.0000000000e-10
2.2182990000e+03    5.0000000000e-10
2.2182918000e+03    0.0000000000e+00
1.9756055000e+03    0.0000000000e+00
1.9756054000e+03    1.0000000000e-10
