# ================================
#  NWChem spectrum parser ver 2.1
# ================================
# 
# Parser runtime options: {'verbose': False, 'datafmt': 'auto', 'header': True, 'delim': '    ', 'width': 0.1, 'makespec': False, 'units': 'ev', 'nbin': 20, 'npoints': 2000, 'cchar': '#'}
#
# The input appears to contain TDDFT data.
# Successfully parsed 24 TDDFT singlet excitations
# Roots not broadened
# No spectrum generated: output is list of raw excitations
#
#  Energy [eV]         Abs. [au]   
#----------------------------------
2.4868145000e+03    9.6959600000e-05
2.4866469000e+03    6.2143124000e-03
2.4850989000e+03    1.2229720000e-04
2.4844379000e+03    3.8858417000e-03
2.4836142000e+03    2.2108710000e-04
2.4830194000e+03    1.2503248000e-03
2.4826107000e+03    1.5930218000e-03
2.4817805000e+03    7.7992300000e-04
2.4809516000e+03    7.9881770000e-04
2.4804357000e+03    2.4186780000e-04
2.4799915000e+03    3.7013640000e-04
2.4770222000e+03    1.7319790000e-04
2.4755146000e+03    1.2060780000e-04
2.4737014000e+03    9.5784100000e-05
2.4710636000e+03    1.7227460000e-04
2.4651021000e+03    1.0177000000e-06
2.3168660000e+03    8.9055599300e-02
2.3167783000e+03    8.9499664300e-02
2.3167355000e+03    8.9142177600e-02
2.2666675000e+03    9.4980000000e-07
2.2155361000e+03    0.0000000000e+00
2.2142749000e+03    0.0000000000e+00
2.2137878000e+03    1.0000000000e-10
1.9715593000e+03    0.0000000000e+00
