# ================================
#  NWChem spectrum parser ver 2.1
# ================================
# 
# Parser runtime options: {'verbose': False, 'datafmt': 'auto', 'header': True, 'delim': '    ', 'width': 0.1, 'makespec': False, 'units': 'ev', 'nbin': 20, 'npoints': 2000, 'cchar': '#'}
#
# The input appears to contain TDDFT data.
# Successfully parsed 40 TDDFT singlet excitations
# Roots not broadened
# No spectrum generated: output is list of raw excitations
#
#  Energy [eV]         Abs. [au]   
#----------------------------------
2.4923501000e+03    6.4995100000e-05
2.4921668000e+03    4.2151000000e-06
2.4913031000e+03    5.5199460000e-04
2.4899903000e+03    1.1535500000e-05
2.4897094000e+03    1.2284000000e-06
2.4896508000e+03    2.4047180000e-04
2.4894297000e+03    9.1300000000e-08
2.4887460000e+03    1.9472510000e-04
2.4882272000e+03    1.0516300000e-05
2.4875836000e+03    4.6167800000e-05
2.4868509000e+03    5.7121440000e-04
2.4865313000e+03    1.5937652000e-03
2.4860071000e+03    1.0432873000e-03
2.4856926000e+03    2.4212968000e-03
2.4852735000e+03    1.5081468000e-03
2.4842582000e+03    1.5356491000e-03
2.4835522000e+03    3.6360110000e-04
2.4827556000e+03    2.4348210000e-04
2.4816267000e+03    6.0572170000e-04
2.4805656000e+03    1.7605700000e-04
2.4787721000e+03    6.2219560000e-04
2.4766175000e+03    3.4012100000e-04
2.4727205000e+03    4.2768300000e-05
2.4708836000e+03    9.4577300000e-05
2.4708266000e+03    1.3798206000e-03
2.4706124000e+03    7.8790000000e-06
2.4681526000e+03    1.6730380000e-04
2.3176648000e+03    8.9986013600e-02
2.3176556000e+03    8.9960647300e-02
2.3176468000e+03    8.9595580000e-02
2.2676199000e+03    6.5410000000e-07
2.2197487000e+03    2.0000000000e-10
2.2189517000e+03    0.0000000000e+00
2.2185565000e+03    0.0000000000e+00
2.2170622000e+03    1.0000000000e-10
2.1069400000e+03    0.0000000000e+00
2.1057680000e+03    0.0000000000e+00
1.9773719000e+03    0.0000000000e+00
1.9755564000e+03    0.0000000000e+00
1.9755563000e+03    0.0000000000e+00
