# ================================
#  NWChem spectrum parser ver 2.1
# ================================
# 
# Parser runtime options: {'verbose': False, 'datafmt': 'auto', 'header': True, 'delim': '    ', 'width': 0.1, 'makespec': False, 'units': 'ev', 'nbin': 20, 'npoints': 2000, 'cchar': '#'}
#
# The input appears to contain TDDFT data.
# Successfully parsed 36 TDDFT singlet excitations
# Roots not broadened
# No spectrum generated: output is list of raw excitations
#
#  Energy [eV]         Abs. [au]   
#----------------------------------
2.4870360000e+03    1.7425671000e-03
2.4864312000e+03    4.3354339000e-03
2.4854403000e+03    1.3828770000e-04
2.4853061000e+03    5.4486660000e-04
2.4850524000e+03    3.0700660000e-04
2.4849073000e+03    1.8660385000e-03
2.4844887000e+03    1.2638782000e-03
2.4840859000e+03    1.5946270000e-04
2.4837719000e+03    3.1197100000e-05
2.4832189000e+03    3.9382100000e-05
2.4828427000e+03    3.8490240000e-04
2.4827405000e+03    2.0148651000e-03
2.4819534000e+03    8.0908550000e-04
2.4815970000e+03    8.3960300000e-05
2.4813456000e+03    1.1959013000e-03
2.4806616000e+03    2.8188870000e-04
2.4801776000e+03    1.7688130000e-04
2.4779747000e+03    3.8140000000e-05
2.4774171000e+03    3.7766730000e-04
2.4764309000e+03    5.5328100000e-05
2.4746533000e+03    4.2396900000e-05
2.4733304000e+03    1.1561560000e-04
2.4725958000e+03    2.2079400000e-05
2.4704008000e+03    1.1064430000e-04
2.4662069000e+03    5.9400000000e-08
2.3168597000e+03    8.9148286200e-02
2.3167793000e+03    8.9543134100e-02
2.3167250000e+03    8.9002130100e-02
2.2666591000e+03    8.0130000000e-07
2.2170546000e+03    0.0000000000e+00
2.2164355000e+03    0.0000000000e+00
2.2156560000e+03    0.0000000000e+00
2.2156507000e+03    0.0000000000e+00
2.2151638000e+03    0.0000000000e+00
2.2136183000e+03    1.0000000000e-10
1.9723296000e+03    0.0000000000e+00
