# ================================
#  NWChem spectrum parser ver 2.1
# ================================
# 
# Parser runtime options: {'verbose': False, 'datafmt': 'auto', 'header': True, 'delim': '    ', 'width': 0.1, 'makespec': False, 'units': 'ev', 'nbin': 20, 'npoints': 2000, 'cchar': '#'}
#
# The input appears to contain TDDFT data.
# Successfully parsed 33 TDDFT singlet excitations
# Roots not broadened
# No spectrum generated: output is list of raw excitations
#
#  Energy [eV]         Abs. [au]   
#----------------------------------
2.4898814000e+03    4.1994635000e-03
2.4893421000e+03    7.4551419000e-03
2.4885147000e+03    2.6086350000e-03
2.4870767000e+03    7.3393560000e-04
2.4868510000e+03    1.5050018000e-03
2.4857399000e+03    1.4850958100e-02
2.4855990000e+03    7.4162448000e-03
2.4849828000e+03    1.4634657000e-03
2.4848188000e+03    2.3567858000e-03
2.4843487000e+03    8.5323800000e-03
2.4837049000e+03    6.0662693000e-03
2.4830204000e+03    4.0233309000e-03
2.4825037000e+03    4.9071694000e-03
2.4811789000e+03    8.8628640000e-04
2.4798107000e+03    1.7504540000e-03
2.4793850000e+03    6.7687420000e-04
2.4767315000e+03    1.8113730000e-04
2.4759653000e+03    2.2343639000e-03
2.4737644000e+03    1.5023203000e-03
2.4703430000e+03    1.8889200000e-04
2.4686380000e+03    1.5860160000e-03
2.4677238000e+03    1.5838892000e-03
2.3172247000e+03    4.7048782610e-01
2.3171589000e+03    3.1712577570e-01
2.3171348000e+03    4.3772753690e-01
2.2670534000e+03    1.8871400000e-05
2.2182757000e+03    0.0000000000e+00
2.2167892000e+03    5.0000000000e-10
2.2163296000e+03    0.0000000000e+00
2.2145400000e+03    1.0000000000e-10
2.1042942000e+03    0.0000000000e+00
2.1035280000e+03    0.0000000000e+00
1.9736268000e+03    1.0000000000e-10
