# ================================
#  NWChem spectrum parser ver 2.1
# ================================
# 
# Parser runtime options: {'verbose': False, 'datafmt': 'auto', 'header': True, 'delim': '    ', 'width': 0.1, 'makespec': False, 'units': 'ev', 'nbin': 20, 'npoints': 2000, 'cchar': '#'}
#
# The input appears to contain TDDFT data.
# Successfully parsed 35 TDDFT singlet excitations
# Roots not broadened
# No spectrum generated: output is list of raw excitations
#
#  Energy [eV]         Abs. [au]   
#----------------------------------
2.4898906000e+03    2.2562571900e-02
2.4896062000e+03    3.9042304000e-03
2.4892677000e+03    7.5634900000e-04
2.4883857000e+03    1.1092002000e-03
2.4880214000e+03    5.3850660000e-04
2.4879111000e+03    3.3917420000e-04
2.4864414000e+03    9.7641467000e-03
2.4859921000e+03    1.8805811900e-02
2.4852683000e+03    1.1168158900e-02
2.4851028000e+03    2.1126987600e-02
2.4847440000e+03    2.2666738200e-02
2.4844476000e+03    2.3462490500e-02
2.4843152000e+03    8.3130041000e-03
2.4833902000e+03    2.1465059000e-03
2.4821478000e+03    1.4519453000e-03
2.4815232000e+03    1.0419679500e-02
2.4801896000e+03    5.1510736000e-03
2.4784344000e+03    5.1516850000e-04
2.4765801000e+03    3.9223267000e-03
2.4749997000e+03    1.7172332000e-03
2.4734935000e+03    1.4124116000e-03
2.4712946000e+03    2.0908433000e-03
2.4681570000e+03    5.1994308000e-03
2.4677819000e+03    4.4843720000e-04
2.3173025000e+03    1.0705127854e+00
2.3172259000e+03    1.0138560812e+00
2.3172122000e+03    7.4559238530e-01
2.2671336000e+03    5.1601000000e-05
2.2167642000e+03    3.0000000000e-10
2.2166416000e+03    1.0000000000e-10
2.2166129000e+03    3.0000000000e-10
2.2162616000e+03    0.0000000000e+00
2.2154047000e+03    0.0000000000e+00
1.9745377000e+03    0.0000000000e+00
1.9739646000e+03    1.0000000000e-10
