# ================================
#  NWChem spectrum parser ver 2.1
# ================================
# 
# Parser runtime options: {'verbose': False, 'datafmt': 'auto', 'header': True, 'delim': '    ', 'width': 0.1, 'makespec': False, 'units': 'ev', 'nbin': 20, 'npoints': 2000, 'cchar': '#'}
#
# The input appears to contain TDDFT data.
# Successfully parsed 25 TDDFT singlet excitations
# Roots not broadened
# No spectrum generated: output is list of raw excitations
#
#  Energy [eV]         Abs. [au]   
#----------------------------------
2.4861327000e+03    5.0449197000e-03
2.4856413000e+03    6.1619746000e-03
2.4830515000e+03    9.9425260000e-04
2.4817261000e+03    0.0000000000e+00
2.4811461000e+03    3.4294801000e-03
2.4784043000e+03    2.2956000000e-06
2.4781818000e+03    3.6617000000e-05
2.4780016000e+03    5.6434100000e-05
2.4768771000e+03    1.4032000000e-05
2.4760263000e+03    6.5900000000e-07
2.4732669000e+03    1.3210900000e-05
2.4728344000e+03    1.1855010000e-04
2.4716703000e+03    2.3383910000e-04
2.4687566000e+03    1.3164880000e-04
2.4652990000e+03    1.4215000000e-06
2.4616616000e+03    8.1914000000e-06
2.3168102000e+03    8.9049756100e-02
2.3168082000e+03    8.9016113800e-02
2.3166536000e+03    8.9446884900e-02
2.2666275000e+03    8.8760000000e-07
2.2114002000e+03    0.0000000000e+00
2.2113790000e+03    0.0000000000e+00
2.2095873000e+03    1.0000000000e-10
2.0975518000e+03    0.0000000000e+00
2.0975512000e+03    0.0000000000e+00
