# ================================
#  NWChem spectrum parser ver 2.1
# ================================
# 
# Parser runtime options: {'verbose': False, 'datafmt': 'auto', 'header': True, 'delim': '    ', 'width': 0.1, 'makespec': False, 'units': 'ev', 'nbin': 20, 'npoints': 2000, 'cchar': '#'}
#
# The input appears to contain TDDFT data.
# Successfully parsed 39 TDDFT singlet excitations
# Roots not broadened
# No spectrum generated: output is list of raw excitations
#
#  Energy [eV]         Abs. [au]   
#----------------------------------
2.4869091000e+03    5.9941413000e-03
2.4863040000e+03    2.0320820000e-04
2.4859015000e+03    1.9048500000e-05
2.4848729000e+03    6.6435000000e-06
2.4845573000e+03    3.5590284000e-03
2.4843928000e+03    7.7479170000e-04
2.4835762000e+03    1.2041640000e-03
2.4833531000e+03    6.5508710000e-04
2.4830857000e+03    5.0595810000e-04
2.4823049000e+03    2.2851210000e-04
2.4821589000e+03    6.3584980000e-04
2.4812369000e+03    2.8665560000e-04
2.4811072000e+03    4.3437710000e-04
2.4810334000e+03    2.2604810000e-04
2.4804202000e+03    2.7231430000e-04
2.4803086000e+03    3.5879090000e-04
2.4800493000e+03    1.1605330000e-04
2.4790475000e+03    1.0928800000e-05
2.4775481000e+03    2.0755000000e-05
2.4765262000e+03    1.1859200000e-05
2.4754211000e+03    5.1599600000e-05
2.4735595000e+03    1.7898010000e-04
2.4718963000e+03    1.4380040000e-04
2.4704743000e+03    1.4018660000e-04
2.4658283000e+03    3.4800000000e-08
2.4651681000e+03    1.7100000000e-08
2.4629922000e+03    1.6000000000e-09
2.3168911000e+03    8.8940734100e-02
2.3168037000e+03    8.9337624300e-02
2.3167554000e+03    8.9535891000e-02
2.2666874000e+03    1.0667000000e-06
2.2153132000e+03    0.0000000000e+00
2.2139483000e+03    0.0000000000e+00
2.2137255000e+03    1.0000000000e-10
2.2137100000e+03    1.0000000000e-10
2.2123078000e+03    0.0000000000e+00
1.9718978000e+03    0.0000000000e+00
1.9716697000e+03    0.0000000000e+00
1.9702950000e+03    0.0000000000e+00
