# ================================
#  NWChem spectrum parser ver 2.1
# ================================
# 
# Parser runtime options: {'verbose': False, 'datafmt': 'auto', 'header': True, 'delim': '    ', 'width': 0.1, 'makespec': False, 'units': 'ev', 'nbin': 20, 'npoints': 2000, 'cchar': '#'}
#
# The input appears to contain TDDFT data.
# Successfully parsed 27 TDDFT singlet excitations
# Roots not broadened
# No spectrum generated: output is list of raw excitations
#
#  Energy [eV]         Abs. [au]   
#----------------------------------
2.4878481000e+03    4.8484655000e-03
2.4874416000e+03    5.1473128300e-02
2.4864944000e+03    5.5760020000e-04
2.4861788000e+03    5.3445923000e-03
2.4857160000e+03    1.4671747400e-02
2.4855459000e+03    4.7768653000e-03
2.4845417000e+03    3.6608664200e-02
2.4835019000e+03    2.5427174300e-02
2.4828458000e+03    1.3258096300e-02
2.4828022000e+03    1.3111401000e-03
2.4824557000e+03    6.8817291000e-03
2.4801212000e+03    2.2599992000e-03
2.4793319000e+03    1.3138382700e-02
2.4779820000e+03    3.0901335000e-03
2.4743027000e+03    2.3533778000e-03
2.4737516000e+03    6.0075230000e-04
2.4714938000e+03    4.1779240000e-04
2.4713635000e+03    9.6176330000e-04
2.4688817000e+03    1.3132489000e-03
2.3169232000e+03    1.0984682290e+00
2.3168384000e+03    6.8253103500e-01
2.3167964000e+03    9.9803503760e-01
2.2667202000e+03    7.0297000000e-06
2.2149667000e+03    0.0000000000e+00
2.2145526000e+03    4.0000000000e-10
2.2139026000e+03    0.0000000000e+00
2.2134448000e+03    2.0000000000e-10
