# ================================
#  NWChem spectrum parser ver 2.1
# ================================
# 
# Parser runtime options: {'verbose': False, 'datafmt': 'auto', 'header': True, 'delim': '    ', 'width': 0.1, 'makespec': False, 'units': 'ev', 'nbin': 20, 'npoints': 2000, 'cchar': '#'}
#
# The input appears to contain TDDFT data.
# Successfully parsed 32 TDDFT singlet excitations
# Roots not broadened
# No spectrum generated: output is list of raw excitations
#
#  Energy [eV]         Abs. [au]   
#----------------------------------
2.4872906000e+03    1.4583390000e-04
2.4871883000e+03    2.4589460000e-03
2.4861422000e+03    2.3109565000e-03
2.4860466000e+03    2.8479176000e-03
2.4840585000e+03    4.3631920000e-04
2.4837972000e+03    2.6332399000e-03
2.4836566000e+03    1.6729161000e-03
2.4829661000e+03    4.1846500000e-05
2.4826388000e+03    3.0768410000e-04
2.4822616000e+03    3.8400690000e-04
2.4816430000e+03    3.9931530000e-04
2.4815519000e+03    4.5216940000e-04
2.4803853000e+03    2.2849790000e-04
2.4791161000e+03    9.2149290000e-04
2.4775060000e+03    1.7738000000e-05
2.4767671000e+03    3.0873660000e-04
2.4741638000e+03    3.5145200000e-05
2.4720949000e+03    1.0291060000e-04
2.4715135000e+03    2.0643240000e-04
2.4666098000e+03    6.8561900000e-05
2.4653713000e+03    1.7661000000e-06
2.3168844000e+03    8.8840488800e-02
2.3168122000e+03    8.9623051100e-02
2.3167766000e+03    8.9214885000e-02
2.2666900000e+03    4.7800000000e-07
2.2160470000e+03    0.0000000000e+00
2.2142813000e+03    1.0000000000e-10
2.2141978000e+03    0.0000000000e+00
2.2140490000e+03    0.0000000000e+00
2.2131173000e+03    1.0000000000e-10
2.1018560000e+03    0.0000000000e+00
1.9720652000e+03    0.0000000000e+00
